Uber Suspends Pool Service in US and Canada Amid Covid Outbreak,As health officials call for social distancing amid the global coronavirus pandemic as a means of mitigating its spread Uber has announced that its suspended all Pool services in the United States and Canada as of Tuesday Read more,As health officials call for social distancing amid the global coronavirus pandemic as a means of mitigating its spread Uber has announced that its suspended all Pool services in the United States and Canada as of TuesdayThe company said the decision was   chars
With governments limiting nonessential travel whats essential travel,Freedom of movement at the worlds longest land border diminished on Wednesday when President Donald Trump announced restrictions on travel between the United States and Canada,Jen Rose Smith CNN Updated th March CNN Freedom of movement at the worlds longest land border diminished on Wednesday when President Donald Trump announced restrictions on travel between the United States and Canada We will be by mutual conse  chars
Emirates will suspend most passenger flights by March ,Emirates the worlds largest airline by international traffic today briefly announced on Twitter and its own website that it would halt all passenger flights by March  but then reversed course and said that it would still fly to  destinations including,Emirates the worlds largest airline by international traffic today briefly announced on Twitter and its own website that it would halt all passenger flights by March  but then reversed course and said that it would still fly to  destinations including  chars
Ford wont restart North American plants March ,Ford said Tuesday wont restart its factories in the US Canada and Mexico on Monday March  as the automaker had originally planned The company which suspended production at its North American factories due to the continued spread of COVID has deci,Ford said Tuesday wont restart its factories in the US Canada and Mexico on Monday March  as the automaker had originally plannedThe company which suspended production at its North American factories due to the continued spread of COVID has dec  chars
Major automakers Toyota Honda FCA extend factory closures,Toyota Honda and Fiat Chrysler Automobiles will not reopen North American factories at the end of the month as planned as the COVID disease spreads and dampens demand for new cars trucks and SUVs FCA said Thursday that plants across the US and Canada,Toyota Honda and Fiat Chrysler Automobiles will not reopen North American factories at the end of the month as planned as the COVID disease spreads and dampens demand for new cars trucks and SUVsFCA said Thursday that plants across the US and Canada  chars
DoorDash will offer financial assistance to delivery workers diagnosed with COVID or quarantined,Food delivery startup DoorDash which also runs operations for Caviar has announced its plans to provide financial assistance to delivery workers who are diagnosed with COVID or quarantined DoorDash workers in the US Australia and Canada are eligible ,Food delivery startup DoorDash which also runs operations for Caviar has announced its plans to provide financial assistance to delivery workers who are diagnosed with COVID or quarantinedDoorDash workers in the US Australia and Canada are eligible  chars
Facebook ships an experimental app for couples,Today Facebook quietly released a new app for couples called Tuned The new release is a multimedia messaging app designed to help significant others communicate The app is available for download in the US and Canada app analytics firm Sensor Tower tells,Today Facebook quietly released a new app for couples called Tuned The new release is a multimedia messaging app designed to help significant others communicateThe app is available for download in the US and Canada app analytics firm Sensor Tower tell  chars
Bank of Canada lowers overnight rate target to  percent  Bank of Canada,Bank of Canada lowers overnight rate target to  percent Bank of Canada Bank of Canada cuts key interest rate target to  per cent the effective lower bound CTV News Bank of Canada cuts key rate to  as virus oil fallout deepens BNNBloombergca Ban,The Bank of Canada today lowered its target for the overnight rate by  basis points to  percent The Bank Rate is correspondingly  percent and the deposit rate is  percent This unscheduled rate decision brings the policy rate to its effective lower boun  chars
Coronavirus US wants M to end mask exports to Canada and Latin America,Mask manufacturer M says the move would have significant humanitarian implications,Image copyrightReutersA major US mask manufacturer M says the government has asked it to stop exporting USmade N respirator masks to Canada and Latin AmericaThe request had significant humanitarian implications it warned and could prompt other   chars
Google debuts Works With Chromebook badge for accessories,If youve ever bought a cable a charger or any other accessory that ended up incompatible with the device its meant for youll likely appreciate Googles latest  Works With  badge The tech giant has debuted the Works With Chromebook logo which can gi,Google says all accessories with the badge have been tested and are guaranteed to comply with Chromebooks compatibility standards Thus far the company has certified products from several famous brands including Anker Kensington and Logitech Also certif  chars
Better know a CSO Indiana University Healths Mitch Parker,Mitch Parker has one of Indianas most critical jobs As chief information security officer for Indiana University Health Parker oversees cybersecurity for more than  employees at  hospitals across the state along with countless numbers of computers,Mitch Parker has one of Indianas most critical jobsAs chief information security officer for Indiana University Health Parker oversees cybersecurity for more than  employees at  hospitals across the state along with countless numbers of computer  chars
UK researchers develop new lowcost rapid COVID test that could even be used at home,A new type of test developed by UK researchers from the Brunel University London Lancaster University and the University of Surrey can provide COVID detection in as little as  minutes using handheld hardware that costs as little as  around  U,A new type of test developed by UK researchers from the Brunel University London Lancaster University and the University of Surrey can provide COVID detection in as little as  minutes using handheld hardware that costs as little as  around  U  chars
Where to Take Free Online Classes While Youre Stuck at Home,If youve always wanted to go back to school why not put your ongoing involuntary stayathome downtime to good use with a free online class There are literally thousands  of virtual university courses known as Massive Open Online Courses or MOOCs and on,If youve always wanted to go back to school why not put your ongoing involuntary stayathome downtime to good use with a free online class There are literally thousands of virtual university courses known as Massive Open Online Courses or MOOCs and one  chars
Watch as Peyton Manning crashes online college class,NFL legend Peyton Manning surprised students by joining an online Zoom class at his alma mater the University of Tennessee,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Duke wont play in March Madness after university suspends sports competition,Fivetime national champion Duke University will not play in the NCAA mens basketball tournament because of coronavirus concerns the school announced Thursday,CNNFivetime national champion Duke University will not play in the NCAA mens basketball tournament because of coronavirus concerns the school announced Thursday The private university in Durham North Carolina is suspending its sports programs for th  chars
Some Medical Schools Are Graduating Students Early Because of Covid,New York University and others are set to allow medical students to graduate and enter the medical field earlyif they want toall in an effort to shore up hospitals grappling with the covid epidemic Read more,New York University and others are set to allow medical students to graduate and enter the medical field earlyif they want toall in an effort to shore up hospitals grappling with the covid epidemicThe Grossman School of Medicine at NYU was the first to   chars
Doctor explains drop in predicted deaths,Dr Chris Murray director of the Institute for Health Metrics and Evaluation at the University of Washington explains the drop in predicted deaths in their coronavirus model,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Doctor describes dire situation in hospitals treating virus,Columbia University Medical Centers Dr Craig Spencer talks with CNNs Anderson Cooper about the dire situation facing hospitals as they try to treat patients with coronavirus,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
D video shows Covid attack patients lungs,CT imaging from George Washington University Hospital shows the effects of Covid on the lungs of a year old man,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Doctor Splitting a single ventilator only works for some,Doctors at University Hospital of Brooklyn New York explain the dire need for ventilators in the battle against the coronavirus pandemic  CNNs Miguel Marquez reports,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Oxford scientists develop new coronavirus test that provides results in just  minutes,Scientists at the University of Oxford have developed a new coronavirus test that produces results around three times faster than the current fastest testing methods and that requires only relatively simple technical instrumentation In addition to these ben,Scientists at the University of Oxford have developed a new coronavirus test that produces results around three times faster than the current fastest testing methods and that requires only relatively simple technical instrumentation In addition to these ben  chars
Researchers to study if startups wristworn wearable can detect early COVID respiratory issues,Its highly unlikely that the current coronavirus crisis will neatly and fully solved by any one endeavor or solution which makes news studies like one involving startup WHOOPs wristworn fitness and health tracking wearable all the more important The st,Its highly unlikely that the current coronavirus crisis will neatly and fully solved by any one endeavor or solution which makes news studies like one involving startup WHOOPs wristworn fitness and health tracking wearable all the more important The st  chars
Plastiq raises M to help small businesses use credit cards more,When Eliot Buchanan tried to use his credit card to pay his Harvard tuition bill the payment was rejected because the university said it doesnt accept credit Realizing the same problem exists for thousands of different transactions like board rent and ven,When Eliot Buchanan tried to use his credit card to pay his Harvard tuition bill the payment was rejected because the university said it doesnt accept credit Realizing the same problem exists for thousands of different transactions like board rent and vend  chars
Oxford Uni academics launch a tracker for COVID policy interventions,Oxford University academics have launched a project to track government responses to the coronavirus pandemic The tool called the Oxford COVID Government Response Tracker OxCGRT tracks  indicators to generate an index that compares the stringency of,Oxford University academics have launched a project to track government responses to the coronavirus pandemicThe tool called the Oxford COVID Government Response Tracker OxCGRT tracks  indicators to generate an index that compares the stringency o  chars
Oura partners with UCSF to determine if its smart ring can hep detect COVID early,Startups continue to find new ways to contribute to ongoing efforts to fight the global spread of COVID during the current global coronavirus pandemic and personal health hardwaremaker Oura is no exception The smart ring startup is working with the Univ,Startups continue to find new ways to contribute to ongoing efforts to fight the global spread of COVID during the current global coronavirus pandemic and personal health hardwaremaker Oura is no exception The smart ring startup is working with the Univ  chars
Man uses savings to buy this for nurses,Michigan resident Allen Marshall used  hed been saving to buy gas for Detroit nurses during the coronavirus pandemic Michigan is one of the hardesthit states in the pandemic according to Johns Hopkins University,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Shes on the front lines of coronavirus testing,A doctor and her team of researchers at the University of Nebraska Medical Center have developed their own rapid test for coronavirus Her patients can receive results in under six hours,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Like a disaster film See what Times Square looks like now,CNNs Richard Quest reports from New York City where streets and iconic landmarks are eerily empty as the novel coronavirus puts the city on lockdown The US has reported over  deaths according to Johns Hopkins University,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Robots replace university students in Zoom graduation ceremony  CNET,Newme telepresence robots stand in for university students at graduation due to concerns over the coronavirus in Japan,Students attend graduation at BBT University in Japan via telepresence robotsBBT UniversityFor the most uptodate news and information about the coronavirus pandemic visit the WHO websiteCant be at a big life event because of the coronavirus Send   chars
Lightemitting silicon overcomes a major obstacle to denser faster chips,The push for eversmaller chips has been running into more and more obstacles including the very limits of silicon  while optical connections would allow for denser speedier processors by eliminating heat and energy issues silicon is lousy at emitting lig,The push for eversmaller chips has been running into more and more obstacles including the very limits of silicon  while optical connections would allow for denser speedier processors by eliminating heat and energy issues silicon is lousy at emitting lig  chars
Creative Destruction Lab launches a new startup program dedicated to COVID response,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit  chars
NS bans evictions while committing funds to Feed Nova Scotia income assistance  Global News,NS bans evictions while committing funds to Feed Nova Scotia income assistance Global News One person in NS hospitalized as a result of COVID CTV News NS NB pharmacies restrict medication fills to avoid shortages during COVID Global News NS boos,The Nova Scotia government is making sure tenants impacted by the COVID outbreak cant be evicted while also committing  million to food banks across the provinceThe announcements were made a press briefing in Halifax on Thursday which was held virtu  chars
Viral virus video highlights COVID panic shopping in Windsor  Windsor Star,Viral virus video highlights COVID panic shopping in Windsor Windsor Star COVID panic buying hits grocery stores across Canada CTV News Grocery stores hit with Coronavirus COVID shopping surge grocery store chain owner Scott Karns PennLivecom Coron,We estimated  or  per cent of the population would panicbuy and theyre doing that right now but itll soon pass said Charlebois senior director of the Agrifood Analytics Lab at Dalhousie University in Halifax and known as The Food ProfessorThe food  chars
Experts No reason to panic as shelves seem bare amid virus concerns  CityNews Vancouver,Experts No reason to panic as shelves seem bare amid virus concerns CityNews Vancouver Coronavirus Panic In Montreal Leaves Grocery Store Shelves Empty  Heres Metros Solution MTL Blog Capturing the coronavirus mood through one Toronto grocery store The Gl,TORONTO NEWS   Grocery store shelves across the country are being emptied by those concerned about the spread of COVID with toilet paper and canned goods being some of the hottest itemsAccording to a food expert there is no reason to panic as C  chars
Nova Scotia extends coronavirus state of emergency announces new support funds  Global News,Nova Scotia extends coronavirus state of emergency announces new support funds Global News This does make me nervous NS reports biggest oneday spike of COVID cases CTV News Atlantic Canadians call for rent freeze during COVID pandemic Global News,Nova Scotia has announced a pair of funds that are meant to help workers and small businesses in the provincePremier Stephen McNeil announced the two million funds during a provincial update on ThursdayThe first is known as the Worker Emergency Brid  chars
Programmieren in Zeiten der Pandemie  Studie untersucht die Folgen,Die Veranstalter der Studie suchen Softwareentwickler die sich an einer Umfrage zu den Auswirkungen des zwangsweisen Umzugs ins HomeOffice beteiligen,Unter dem Titel Pandemic Programming luft derzeit eine Studie zu den Auswirkungen der verpflichtenden Heimarbeit auf den Bereich der Softwareentwicklung Die Organisatoren bitten Entwickler sich dafr an einer OnlineUmfrage zu beteiligen die etwa zwanzi  chars
Flatten the curve How one chart became a rallying cry against coronavirus  Global News,Flatten the curve How one chart became a rallying cry against coronavirus Global News Flattening the curve on COVID pandemic numbers explained CTV News Heres Why Everybodys Talking About Flattening The Curve HuffPost Coronavirus outbreak Social di,A bit of geeky jargon has become a rallying cry in the fight against the novel coronavirus as people around the world try to flatten the curve by doing the little things necessary to stop the spread of the virus that causes COVIDThe term comes from p  chars
Creative Destruction Lab launches a new startup program dedicated to COVID response,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit  chars
Landmark study concludes marine life can be rebuilt by ,An international study recently published in the journal Nature led by KAUST Professors Carlos Duarte and Susana Agust lays out the essential roadmap of actions required for the planets marine life to recover to full abundance by ,An international study recently published in the journal Nature led by KAUST Professors Carlos Duarte and Susana Agust lays out the essential roadmap of actions required for the planets marine life to recover to full abundance by The project brings  chars
How COVID is revitalizing Cubas medical diplomacy even Trumps maximum pressure aims to shut it down,REUTERSAlexandre Meneghini Cubas longstanding efforts to promote its healthcare system has seen a boost as its medical professionals deploy abroad to aid the fight against the coronavirus The US and rightwing governments in the region have tried to put mo,None
Listen Ellen Page on Directing Netflix Doc Justin Trudeau and Donald Trumps Environmental Records,Ellen Page is now calling the shots from behind the camera The XMen star makes her directorial debut with Theres Something in the Water the new Netflix documentary she codirected with Ian Daniel about the impact of environmental racism on marginalize,Ellen Page is now calling the shots from behind the cameraThe XMen star makes her directorial debut with Theres Something in the Water the new Netflix documentary she codirected with Ian Daniel about the impact of environmental racism on marginaliz  chars
Presumptive COVID case connected to Dalhousie University  CTV News,Presumptive COVID case connected to Dalhousie University CTV News NS bans evictions while committing funds to Feed Nova Scotia income assistance Global News One person in NS hospitalized as a result of COVID CTV News NS boosts funding for food ba,HALIFAX  Dalhousie University in Halifax has been connected to a presumptive positive case of COVIDDeep Saini president and vicechancellor of Dalhousie University informed the Dalhousie community of the presumptive positive case in a campuswide   chars
Theres no need to hoard food  but falling loonie will raise your grocery bill,Sylvain Charlebois of Dalhousie University speaks about the state of our food supply chain and how the pandemic will effect food prices,Sylvain Charlebois of the School of Public Administration at Dalhousie University speaks with the Financial Posts Larysa Harapyn about why were seeing empty shelves in stores amid the COVID pandemic the state of our food supply chain and how all this   chars
Creative Destruction Lab launches a new startup program dedicated to COVID response,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit  chars
Wheat in Whitehorse how climate change helps feed Canadas remote regions,After failing to grow wheat in Canadas subarctic Yukon territory  years ago farmer Steve MackenzieGrieve gave it another shot in ,WINNIPEG ManitobaOTTAWA Reuters  After failing to grow wheat in Canadas subarctic Yukon territory  years ago farmer Steve MackenzieGrieve gave it another shot in  Thanks to longer summers he has reaped three straight harvests This spring he  chars
Food prices set to rise amid COVID crisis,Experts say food costs are under a lot of pressure but that low oil prices are helping mitigate that pressure so far,Food prices are likely to rise while restaurant prices go down amid COVID and a sinking Canadian dollar according to a new forecast by the University of Guelph and Dalhousie University The universities put out a forecast for food prices every December  chars
Poison in the Hearts of Stars Can Make Them Explode,Stars with a certain elemental cocktail in their cores could be doomed to suffer an early demise If a star forms enough neon a rare poorlyunderstood chemical reaction can trigger a gigantic starkilling thermonuclear blast Gizmodo reports The unusual p,Big KaboomStars with a certain deadly elemental cocktail in their cores could be doomed to suffer an early demiseIf a star forms enough neon a rare and poorlyunderstood chemical reaction can trigger a starkilling thermonuclear blast Gizmodo reports   chars
Remote work tech companies prepare for surge in customers amid COVID outbreak  CityNews Vancouver,TORONTO  Technology companies operating in Canada and specializing in remote work say theyre bracing for a spike in inquiries sales and users amid an outbreak of a novel coronavirus They say their phones have been ringing constantly sales teams are busy ,TORONTO Technology companies operating in Canada and specializing in remote work say theyre bracing for a spike in inquiries sales and users amid an outbreak of a novel coronavirusThey say their phones have been ringing constantly sales teams are busy he  chars
Should Canada give out immunity passports for people who have beaten COVID,Experts say its worth considering but still too early to say whether people cant get infected twice or how long immunity lasts,OTTAWATwelve weeks maybe more Maybe a lot more That is the public estimate for how long Canadians will live with COVID and the slew of restrictions in place to protect against the virus But what if there is a way to loosen those restrictions for s  chars
Nova Scotia identifies  new cases of COVID  CTV News,Nova Scotia identifies  new cases of COVID CTV News Halifax Regional Police officer tests positive for COVID as NS cases rise to  CBCca NSHA warning of potential COVID exposure on Halifax bus routes Global News Nova Scotia identifies  new c,HALIFAX  On Saturday Nova Scotia announced it has identified  new confirmed cases of COVID bringing the provincial total to The QEII Health Sciences Centres microbiology lab completed  Nova Scotia tests on FridayNinetyfive individuals   chars
NSLC makes new adjustments to store hours amid COVID pandemic  CTV News,NSLC makes new adjustments to store hours amid COVID pandemic CTV News NSHA warning of potential COVID exposure at Halifax restaurant Global News NS identifies  new COVID cases bringing the total to  CTV News Nova Scotia reports  new cases ,HALIFAX  Nova Scotia Liquor Corporation has adjusted its hours in the wake of COVIDOn Sunday the retailer posted an update to its website notifying customers that all stores will be open Monday to Saturday from  am until  pm with   chars
Never felt this way in my life says Halifax woman who recovered from COVID  Global News,Never felt this way in my life says Halifax woman who recovered from COVID Global News This does make me nervous NS reports biggest oneday spike of COVID cases CTV News Irresponsible and blatantly false NS premier calls out April Fools Da,Emily Dwyer says fighting COVID was unlike anything shes ever experiencedThe yearold from Halifax was one of the first in the province to test positive for the virus which she contracted on an international trip Now shes one of  in Nova Scotia  chars
Being on the East Coast a doubleedged sword in COVID pandemic medical battle  ThoroldNewscom,HALIFAX  Being a small East Coast province in the pandemic is a doubleedged sword there are fewer critically ill patients but the supply of hospital beds is limited if the worstcase scenario materializes,HALIFAX Being a small East Coast provincein the pandemic is a doubleedged swordthere are fewercritically ill patients butthe supply of hospital bedsis limited if the worstcase scenario materializesWe will have fewer beds but we will have a lower  chars
Four people in NS charged for failing to selfisolate maintain a social distance  CTV News,Four people in NS charged for failing to selfisolate maintain a social distance CTV News Never felt this way in my life says Halifax woman who recovered from COVID Global News This does make me nervous NS reports biggest oneday spike of COVID,HALIFAX  Nova Scotia RCMP have charged four people under the Health Protection Act in connection with the current COVID pandemicIn a news release police say two people were charged for failing to selfisolate after returning from out of the country  chars
People who attended basketball championships may have been exposed to COVID NSHA  CTV News,People who attended basketball championships may have been exposed to COVID NSHA CTV News NS bans evictions while committing funds to Feed Nova Scotia income assistance Global News One person in NS hospitalized as a result of COVID CTV News NS b,HALIFAX  The Nova Scotia Health Authority says people who attended provincial high school basketball championships in Halifax earlier this month may have been exposed to COVIDThe NSSAF Division  Provincial Basketball Championships were held from Ma  chars
Coronavirus to slash Atlantic Canadas cruise season  Global News,Coronavirus to slash Atlantic Canadas cruise season Global News COVID Feds announce restrictions to overseas flights and further limits on cruises CTV News Victoria city council asking for ban on cruise ship visits to city amid coronavirus pandemic Globa,New federal restrictions on cruise ships are set to wreak havoc with Eastern Canadas cruise ship season with thousands of expected visitors no longer permitted to dock in CanadaTransport Minister Marc Garneau announced on Friday that no cruise ships carr  chars
Nova Scotias COVID cases rise to  in biggest singleday jump  TheChronicleHeraldca,Nova Scotias COVID cases rise to  in biggest singleday jump TheChronicleHeraldca  new cases of COVID found in Nova Scotia testing moves to  CBCca Nova Scotia reports  new COVID cases biggest oneday spike CTV News War is the wrong me,The number of COVID cases has risen to  in Nova Scotia the Health Department reported MondayIn the biggest singleday jump in the province  more cases were identifiedTo date Nova Scotia has tested  people for the respiratory virus wh  chars
Nova Scotia closing all visitor information centres  HalifaxTodayca,Nova Scotia closing all visitor information centres HalifaxTodayca Three presumptive COVID cases in Nova Scotia CTV News Nova Scotia lobster processors call for a halt to harvesting as market for shellfish collapses amid COVID pandemic The Globe and Ma,Due to concerns around COVID all visitor information centres will be closed effective Tuesday March There are only a few centres open yearround including one in Amherst nearthe New Brunswick border and one at Halifax Stanfield International Airpo  chars
Nova Scotia declares state of emergency identifies  more cases of COVID  CTV News,Nova Scotia declares state of emergency identifies  more cases of COVID CTV News NS declares state of emergency in response to COVID CBCca The latest on the coronavirus Canada refuses to go to Olympics unless postponed Trudeau not at point of dec,HALIFAX  Nova Scotia Premier Stephen McNeil has officially declared a state of emergency in the province due to the COVID pandemicEffective  am Monday the borders of Nova Scotia will be tightened with screening processes at all points of entry   chars
Three shoppers ticketed for failing to selfisolate after entering NS  Global News,Three shoppers ticketed for failing to selfisolate after entering NS Global News Nova Scotia reports  new COVID cases biggest oneday spike CTV News Halifax and Associates is not registered to sell securities in our province says alert HalifaxTodayc,Three people in Amherst have been fined for disobeying orders under the Health Protection ActThe Amherst Police Department says its officers issued the summary offence tickets Monday after they learned three people who had recently crossed the border into   chars
Four people business charged for violating COVID rules in Nova Scotia  CTV News,Four people business charged for violating COVID rules in Nova Scotia CTV News Google Mobility Reports a slippery slope cyber security expert Global News Stay the blazes home premier warns as COVID cases rise in Nova Scotia CBCca The virus will f,HALIFAX  Four people and a business in Nova Scotia have been charged after for violating the provinces Health Protection and Emergency Management acts in relation to COVIDThe RCMP says on Wednesday three people were charged for failing to comply w  chars
NS bans evictions while committing funds to Feed Nova Scotia income assistance  Global News,NS bans evictions while committing funds to Feed Nova Scotia income assistance Global News One person in NS hospitalized as a result of COVID CTV News NS NB pharmacies restrict medication fills to avoid shortages during COVID Global News NS boos,The Nova Scotia government is making sure tenants impacted by the COVID outbreak cant be evicted while also committing  million to food banks across the provinceThe announcements were made a press briefing in Halifax on Thursday which was held virtu  chars
Viral virus video highlights COVID panic shopping in Windsor  Windsor Star,Viral virus video highlights COVID panic shopping in Windsor Windsor Star COVID panic buying hits grocery stores across Canada CTV News Grocery stores hit with Coronavirus COVID shopping surge grocery store chain owner Scott Karns PennLivecom Coron,We estimated  or  per cent of the population would panicbuy and theyre doing that right now but itll soon pass said Charlebois senior director of the Agrifood Analytics Lab at Dalhousie University in Halifax and known as The Food ProfessorThe food  chars
NS announces new COVID assessment centres  new cases  CTV News,NS announces new COVID assessment centres  new cases CTV News Nova Scotia to increase testing in communities with COVID clusters CBCca Premiers delightfully Nova Scotian cry to respect physical distancing goes viral Global News NS identifie,HALIFAX  Nova Scotia has identified  new cases of COVID bringing the provinces total to The  cases range in age from under  to over  The province is reporting  people have recovered and six people are currently hospitalizedThe p  chars
Coronavirus Nova Scotia now has  cases including at least one child under   Global News,Coronavirus Nova Scotia now has  cases including at least one child under  Global News NS reports  new COVID cases including one involving a child CTV News COVID cases mount in NS but officials hope measures show indication of success CB,Thirteen new cases of COVID have been identified in Nova Scotia including a child under the age of  the provincial government saysAccording to a news release on Monday all the cases are travelrelated or connected to earlier reported casesSevera  chars
Nova Scotia identifies  new cases of COVID largest single day increase  CTV News,Nova Scotia identifies  new cases of COVID largest single day increase CTV News COVID cases hit  in Nova Scotia as  new ones announced CBCca Nova Scotia surpasses  coronavirus cases as another  identified Global News Nova Scotia Premiers ,HALIFAX  On Friday Nova Scotia announced it has identified  new cases of COVID bringing the total cases in the province to The  new cases bring the largest oneday spike in cases in the provinceThe QEII Health Sciences Centres microbiol  chars
New COVID measures introduced at longterm care homes  HalifaxTodayca,Dr Robert Strang said many facilities have already been implementing these steps but they are no longer guidelines,New measures have been introduced at Nova Scotias longterm care homes to protect residents and staff from the spread ofCOVIDAt a news conference Monday Dr Robert Strang said the directives are based on what is already done every year during respira  chars
People who attended St Patricks Day event may have been exposed to COVID  CTV News,People who attended St Patricks Day event may have been exposed to COVID CTV News St Patricks Day gathering could be source of new COVID case in Nova Scotia CBCca Nova Scotias construction industry grapples with invisible threat of COVID Global,HALIFAX  Health officials are warning people who attended a St Patricks Day event at a community centre in Lake Echo NS that they may have been exposed to COVIDIn a news release the Nova Scotia Health Authority says roughly  people attended t  chars
Koodoo launched a tool to help consumers navigate mortgage payment holidays,This story was delivered to Business Insider Intelligence Fintech Briefing subscribers earlier this morning To get this story plus others to your inbox each day hours before theyre published on Business Insider click here The UKbased mortgage technology,The UKbased mortgage technology provider which offers its solutions to lenders and aggregators has introduced a new website and technology toolkit that aims to offer consumers guidance onmortgage payment holidaysamid the coronavirus outbreakaccording t  chars
 more COVID deaths and  more cases confirmed in Ontario  CTV News, more COVID deaths and  more cases confirmed in Ontario CTV News Global National April    COVID cases surge in Ontario Quebec Global News COVID live Doug Ford says US blocked delivery of three million face masks to Canada National Po,TORONTO  Ontario health officials have confirmed  new cases of COVID in the province including  more deathsThe new patients announced on Monday morning bring the total number of confirmed cases of the novel coronavirus in Ontario to  inc  chars
